filing_id,filing_date,transaction_date,ticker,insider_name,insider_title,transaction_type,shares_transacted,price_per_share,transaction_value,shares_owned_after,ownership_type,filing_delay_days
3557,2018-03-15,2018-03-14,BSIG,Insider_BSIG_3,Director,S-Sale,1807,37.1,67044.88,4228,Direct,1
7772,2018-03-15,2018-03-14,CATU,Insider_CATU_2,Controller,S-Sale,457,4.4,2010.45,6982,Direct,1
5854,2018-03-15,2018-03-14,ERJ,Insider_ERJ_0,CEO,S-Sale,4290,3.6,15460.94,116537,Trust,1
5030,2018-03-16,2018-03-15,RZLB,Insider_RZLB_1,Director,S-Sale,40891,44.8,1832024.18,0,Indirect,1
1275,2018-03-16,2018-03-12,UPMR,Insider_UPMR_5,Director,S-Sale,378,9.19,3474.44,213819,Indirect,4
2408,2018-03-16,2018-03-12,JBZ,Insider_JBZ_5,General Counsel,P-Purchase,1195,7.41,8857.97,4368,Direct,4
347,2018-03-16,2018-03-15,LFBU,Insider_LFBU_0,CEO,S-Sale,2236,5.71,12765.96,161279,Direct,1
2484,2018-03-16,2018-03-14,JZSG,Insider_JZSG_6,Director,P-Purchase,5356,11.95,63983.67,86233,Direct,2
7525,2018-03-16,2018-03-13,YYR,Insider_YYR_5,CEO,S-Sale,12960,32.24,417852.59,266947,Indirect,3
6277,2018-03-19,2018-03-18,UEJJ,Insider_UEJJ_3,CFO,S-Sale,1593,9.09,14475.29,5973,Direct,1
2413,2018-03-19,2018-03-18,SMM,Insider_SMM_5,Director,P-Purchase,941,5.26,4948.29,49311,Direct,1
1755,2018-03-19,2018-03-19,OWO,Insider_OWO_3,Director,S-Sale,919,4.32,3968.73,366776,Direct,0
6576,2018-03-19,2018-03-17,TMP,Insider_TMP_4,General Counsel,S-Sale,19589,18.83,368788.23,11010,Direct,2
3811,2018-03-19,2018-03-15,WNGI,Insider_WNGI_1,CFO,S-Sale,128873,8.68,1118098.27,32725,Direct,4
4701,2018-03-20,2018-03-17,XEMD,Insider_XEMD_6,CTO,S-Sale,6445,24.55,158202.06,7002,Direct,3
7119,2018-03-20,2018-03-18,MAVT,Insider_MAVT_0,Director,S-Sale,100,5.02,502.16,6089,Trust,2
1050,2018-03-21,2018-03-20,URM,Insider_URM_0,VP,S-Sale,53038,6.02,319085.17,60454,Direct,1
4408,2018-03-21,2018-03-19,EFS,Insider_EFS_3,General Counsel,P-Purchase,5754,3.35,19260.62,8256,Indirect,2
6898,2018-03-21,2018-03-17,UPT,Insider_UPT_1,General Counsel,S-Sale,96493,3.13,301650.32,0,Indirect,4
3241,2018-03-22,2018-03-20,GYQ,Insider_GYQ_2,COO,S-Sale,3012,12.25,36886.29,6516,Direct,2
6242,2018-03-22,2018-03-20,EVY,Insider_EVY_3,VP,S-Sale,503,20.12,10119.86,1753,Direct,2
55,2018-03-22,2018-03-21,TKQH,Insider_TKQH_8,General Counsel,S-Sale,904,9.46,8554.41,310522,Indirect,1
7942,2018-03-22,2018-03-21,TOOX,Insider_TOOX_2,Director,P-Purchase,451,2.72,1228.76,9502,Direct,1
4192,2018-03-22,2018-03-15,YROI,Insider_YROI_1,VP,P-Purchase,3199,12.93,41373.72,13552,Direct,7
756,2018-03-22,2018-03-20,OYV,Insider_OYV_2,10% Owner,S-Sale,526,12.64,6649.8,8329,Indirect,2
1952,2018-03-22,2018-03-22,OWNK,Insider_OWNK_0,VP,S-Sale,132488,21.14,2800343.87,0,Direct,0
1327,2018-03-22,2018-03-22,VQTJ,Insider_VQTJ_3,VP,S-Sale,2688,4.17,11208.55,0,Direct,0
7561,2018-03-23,2018-03-19,UEJJ,Insider_UEJJ_2,VP,P-Purchase,1377,5.2,7156.06,34829,Direct,4
1776,2018-03-23,2018-03-21,YQYX,Insider_YQYX_0,Director,S-Sale,190144,19.46,3700824.9,0,Direct,2
5847,2018-03-23,2018-03-18,JCGP,Insider_JCGP_0,CEO,S-Sale,6710,41.92,281314.95,0,Direct,5
2078,2018-03-23,2018-03-13,JQTX,Insider_JQTX_6,10% Owner,P-Purchase,4970,35.72,177516.44,10979,Trust,10
1398,2018-03-23,2018-03-21,MOUP,Insider_MOUP_5,Controller,S-Sale,861,14.36,12359.86,11456,Direct,2
6300,2018-03-23,2018-03-21,TPYV,Insider_TPYV_3,Director,S-Sale,26474,5.97,158028.64,654777,Direct,2
3829,2018-03-23,2018-03-21,ZPU,Insider_ZPU_7,10% Owner,P-Purchase,915,10.1,9243.77,91623,Trust,2
2432,2018-03-26,2018-03-19,WCLZ,Insider_WCLZ_1,CEO,P-Purchase,732,11.62,8502.24,48471,Direct,7
5020,2018-03-26,2018-03-24,AVA,Insider_AVA_5,VP,S-Sale,226199,17.34,3921230.67,0,Direct,2
1956,2018-03-26,2018-03-25,VQTJ,Insider_VQTJ_1,Director,S-Sale,173,8.68,1502.32,14934,Indirect,1
7607,2018-03-26,2018-03-23,SMM,Insider_SMM_5,Director,S-Sale,158329,5.48,867956.22,0,Trust,3
4094,2018-03-26,2018-03-24,KVP,Insider_KVP_0,SVP,S-Sale,26853,13.59,365040.72,0,Direct,2
958,2018-03-27,2018-03-24,OBBW,Insider_OBBW_4,Director,S-Sale,7769,2.35,18220.67,45945,Direct,3
3947,2018-03-27,2018-03-24,YQYX,Insider_YQYX_3,10% Owner,S-Sale,3930,19.07,74952.69,0,Direct,3
1963,2018-03-28,2018-03-27,WFQ,Insider_WFQ_3,10% Owner,S-Sale,4548,16.62,75610.14,1124,Direct,1
1604,2018-03-28,2018-03-27,AXOW,Insider_AXOW_3,Director,S-Sale,235485,25.49,6003228.22,0,Direct,1
759,2018-03-29,2018-03-25,KVP,Insider_KVP_1,Director,P-Purchase,195,13.01,2537.24,39176,Direct,4
5311,2018-03-29,2018-03-28,UNI,Insider_UNI_3,VP,S-Sale,28689,21.91,628438.81,0,Direct,1
7015,2018-03-29,2018-03-27,AIKV,Insider_AIKV_1,10% Owner,P-Purchase,3056,2.57,7847.64,57819,Direct,2
1773,2018-03-29,2018-03-26,ZIGI,Insider_ZIGI_6,VP,P-Purchase,1256,6.08,7634.77,61747,Direct,3
3748,2018-03-29,2018-03-27,ISL,Insider_ISL_3,CTO,S-Sale,3376,17.71,59804.09,38227,Direct,2
3866,2018-03-30,2018-03-29,UNI,Insider_UNI_8,Director,S-Sale,11373,12.83,145906.0,0,Indirect,1
1683,2018-03-30,2018-03-25,XEC,Insider_XEC_3,VP,S-Sale,5822,10.54,61387.55,0,Direct,5
6629,2018-04-02,2018-03-30,XUD,Insider_XUD_0,VP,S-Sale,80101,1.97,157866.75,0,Trust,3
1858,2018-04-02,2018-03-31,MROD,Insider_MROD_5,CEO,P-Purchase,597,5.93,3540.65,141692,Indirect,2
136,2018-04-02,2018-03-23,CCAE,Insider_CCAE_3,Director,S-Sale,183853,17.26,3172621.65,0,Direct,10
1500,2018-04-02,2018-03-28,TKQH,Insider_TKQH_2,CEO,S-Sale,21753,4.51,98118.33,74069,Direct,5
4174,2018-04-02,2018-03-30,VQTJ,Insider_VQTJ_1,Director,S-Sale,57564,9.0,518048.6,0,Direct,3
5889,2018-04-02,2018-03-31,XDYU,Insider_XDYU_0,SVP,P-Purchase,1641,15.97,26207.4,61253,Direct,2
2731,2018-04-03,2018-03-31,NWY,Insider_NWY_4,VP,S-Sale,2752,11.21,30862.83,31045,Indirect,3
1772,2018-04-03,2018-04-01,DJEI,Insider_DJEI_3,CEO,P-Purchase,392,9.34,3662.33,2052,Trust,2
1021,2018-04-03,2018-04-02,NWY,Insider_NWY_5,Controller,P-Purchase,342,23.48,8030.43,69433,Direct,1
500,2018-04-03,2018-04-01,CYR,Insider_CYR_0,Director,P-Purchase,178,4.18,743.3,17792,Direct,2
2762,2018-04-03,2018-04-01,NCA,Insider_NCA_3,SVP,S-Sale,1247,32.18,40130.21,10206,Direct,2
7601,2018-04-04,2018-04-02,EXQN,Insider_EXQN_2,10% Owner,S-Sale,1697,9.56,16220.68,19168,Indirect,2
7893,2018-04-04,2018-03-25,AXOW,Insider_AXOW_2,CFO,S-Sale,3046,31.14,94851.78,102248,Direct,10
2255,2018-04-04,2018-04-03,NPNL,Insider_NPNL_0,10% Owner,S-Sale,381,4.9,1866.41,77488,Direct,1
1859,2018-04-04,2018-04-03,FHI,Insider_FHI_1,SVP,P-Purchase,537,20.43,10972.13,13228,Direct,1
3675,2018-04-05,2018-04-02,EVY,Insider_EVY_7,CTO,S-Sale,143,10.94,1564.41,11647,Trust,3
685,2018-04-05,2018-04-05,VPYH,Insider_VPYH_3,SVP,S-Sale,18860,8.54,161142.39,0,Direct,0
7729,2018-04-05,2018-04-03,VQTJ,Insider_VQTJ_2,CEO,S-Sale,74903,23.48,1758459.16,0,Direct,2
7076,2018-04-05,2018-04-01,KEDC,Insider_KEDC_7,CFO,S-Sale,58277,4.83,281529.09,0,Direct,4
6073,2018-04-06,2018-04-02,YCIQ,Insider_YCIQ_0,Controller,S-Sale,6219,10.17,63223.79,6575,Indirect,4
6863,2018-04-06,2018-04-02,KKRO,Insider_KKRO_6,VP,S-Sale,30491,12.3,374894.2,0,Direct,4
4397,2018-04-06,2018-04-06,NTS,Insider_NTS_1,Director,S-Sale,20007,41.85,837210.42,112256,Direct,0
4139,2018-04-06,2018-04-03,XEMD,Insider_XEMD_8,SVP,S-Sale,4487,26.26,117806.31,51579,Direct,3
3340,2018-04-06,2018-04-03,BSIG,Insider_BSIG_0,CTO,S-Sale,25828,44.18,1141190.47,2899,Direct,3
7353,2018-04-06,2018-04-01,YCIQ,Insider_YCIQ_3,CFO,S-Sale,3958,9.82,38860.67,5266,Direct,5
3378,2018-04-06,2018-04-03,JPHF,Insider_JPHF_1,VP,P-Purchase,26538,13.51,358596.15,124850,Indirect,3
3635,2018-04-09,2018-04-07,VXI,Insider_VXI_1,Director,S-Sale,3878,14.43,55973.3,21888,Direct,2
3277,2018-04-09,2018-04-08,DEWG,Insider_DEWG_3,Director,S-Sale,18680,23.36,436327.31,108207,Direct,1
5380,2018-04-09,2018-04-08,NTS,Insider_NTS_0,Controller,S-Sale,1251,36.01,45050.94,70326,Direct,1
6533,2018-04-09,2018-04-07,UEJJ,Insider_UEJJ_0,10% Owner,S-Sale,733,4.49,3291.82,76848,Direct,2
3732,2018-04-09,2018-04-04,JCGP,Insider_JCGP_0,CEO,S-Sale,2728,35.96,98106.23,2770,Direct,5
1884,2018-04-09,2018-04-08,BSIG,Insider_BSIG_3,Director,S-Sale,8669,57.87,501701.55,101195,Direct,1
4817,2018-04-09,2018-04-04,LHOC,Insider_LHOC_2,Director,S-Sale,4410,12.73,56159.02,1150,Direct,5
5115,2018-04-10,2018-04-08,ZWZ,Insider_ZWZ_2,General Counsel,P-Purchase,428,6.24,2671.95,442189,Trust,2
5171,2018-04-10,2018-04-10,ZREI,Insider_ZREI_5,VP,S-Sale,714,31.15,22238.64,63139,Indirect,0
2557,2018-04-10,2018-04-06,KZW,Insider_KZW_0,VP,P-Purchase,959,31.96,30652.77,10324,Direct,4
6899,2018-04-10,2018-04-03,NTS,Insider_NTS_9,VP,S-Sale,19496,51.66,1007197.93,0,Direct,7
4396,2018-04-10,2018-04-09,AASK,Insider_AASK_6,CEO,S-Sale,2977,18.3,54483.67,9266,Indirect,1
4438,2018-04-10,2018-03-31,EDBT,Insider_EDBT_0,SVP,P-Purchase,4429,11.35,50276.57,20686,Direct,10
6223,2018-04-10,2018-04-07,OYV,Insider_OYV_0,CTO,S-Sale,346,12.9,4463.56,75033,Direct,3
41,2018-04-10,2018-04-06,LMLN,Insider_LMLN_3,Director,S-Sale,1196,6.07,7261.87,891,Direct,4
2742,2018-04-10,2018-04-03,EFS,Insider_EFS_3,General Counsel,P-Purchase,1998,4.13,8259.37,15018,Indirect,7
6895,2018-04-10,2018-03-31,EOYB,Insider_EOYB_0,VP,S-Sale,52222,3.66,191092.4,0,Direct,10
6647,2018-04-11,2018-04-10,TMP,Insider_TMP_0,COO,P-Purchase,114,11.93,1359.71,9401,Indirect,1
5233,2018-04-11,2018-04-09,CQCP,Insider_CQCP_5,VP,S-Sale,4739,80.49,381459.52,4128,Trust,2
6075,2018-04-11,2018-04-08,DMT,Insider_DMT_1,Controller,S-Sale,8532,39.2,334459.84,21053,Direct,3
7787,2018-04-11,2018-04-10,UFA,Insider_UFA_0,CTO,P-Purchase,243,6.51,1582.4,23043,Indirect,1
800,2018-04-12,2018-04-02,OYWE,Insider_OYWE_7,CTO,S-Sale,102616,20.09,2061821.5,0,Direct,10
1128,2018-04-12,2018-04-12,BSIG,Insider_BSIG_1,CEO,S-Sale,10126,43.24,437873.99,0,Direct,0
85,2018-04-13,2018-04-11,UFA,Insider_UFA_0,CTO,P-Purchase,4504,5.97,26883.74,168888,Direct,2
5133,2018-04-13,2018-04-11,RME,Insider_RME_9,VP,S-Sale,1792,3.14,5633.48,11721,Direct,2
1279,2018-04-13,2018-04-09,ISL,Insider_ISL_3,CTO,S-Sale,3985,22.93,91389.73,2115,Indirect,4
5400,2018-04-13,2018-04-12,VXI,Insider_VXI_2,General Counsel,S-Sale,1708,14.18,24216.1,16305,Direct,1
3588,2018-04-16,2018-04-14,APGE,Insider_APGE_2,Director,P-Purchase,3123,9.79,30563.49,80515,Direct,2
4202,2018-04-16,2018-04-14,STGT,Insider_STGT_1,VP,S-Sale,4297,14.56,62578.41,87678,Direct,2
1427,2018-04-16,2018-04-14,BAPW,Insider_BAPW_2,Controller,S-Sale,16377,38.54,631156.84,0,Direct,2
157,2018-04-16,2018-04-15,YTQB,Insider_YTQB_0,Controller,S-Sale,22444,1.9,42719.15,0,Indirect,1
966,2018-04-16,2018-04-15,XQQ,Insider_XQQ_0,General Counsel,S-Sale,25824,6.91,178363.13,313327,Direct,1
4357,2018-04-16,2018-04-12,GYM,Insider_GYM_2,General Counsel,P-Purchase,50726,28.9,1465964.73,58229,Direct,4
5152,2018-04-16,2018-04-14,YXMZ,Insider_YXMZ_2,Director,S-Sale,15096,60.8,917775.06,29156,Direct,2
2194,2018-04-17,2018-04-16,HIGA,Insider_HIGA_0,Director,S-Sale,21380,5.78,123553.4,29748,Direct,1
3792,2018-04-17,2018-04-16,OYV,Insider_OYV_1,General Counsel,P-Purchase,366,18.71,6848.28,18308,Direct,1
6770,2018-04-17,2018-04-17,TOOX,Insider_TOOX_7,CEO,S-Sale,3600,3.23,11640.63,37162,Direct,0
6122,2018-04-17,2018-04-15,BSIG,Insider_BSIG_6,SVP,S-Sale,483,49.34,23828.98,28563,Trust,2
5622,2018-04-17,2018-04-12,XKS,Insider_XKS_1,CFO,S-Sale,13457,4.69,63095.51,93425,Indirect,5
2691,2018-04-17,2018-04-16,NTS,Insider_NTS_1,Director,P-Purchase,63344,39.0,2470560.26,141280,Direct,1
5503,2018-04-18,2018-04-17,JPO,Insider_JPO_5,VP,S-Sale,1970960,5.37,10577816.53,0,Direct,1
4230,2018-04-18,2018-04-17,VCRL,Insider_VCRL_1,Director,S-Sale,2888,7.66,22113.03,9232,Direct,1
3345,2018-04-18,2018-04-13,UFZL,Insider_UFZL_1,General Counsel,P-Purchase,1288,4.52,5825.37,38370,Direct,5
5243,2018-04-18,2018-04-16,YCIQ,Insider_YCIQ_1,VP,S-Sale,42888,4.6,197188.75,0,Direct,2
2335,2018-04-18,2018-04-16,ISL,Insider_ISL_4,SVP,P-Purchase,562,23.82,13389.55,101266,Direct,2
2369,2018-04-19,2018-04-17,QGX,Insider_QGX_0,Director,S-Sale,937,6.11,5721.45,27263,Indirect,2
4488,2018-04-19,2018-04-17,SMM,Insider_SMM_6,SVP,P-Purchase,3206,4.82,15442.97,10877,Direct,2
2773,2018-04-19,2018-04-16,OBBW,Insider_OBBW_0,10% Owner,S-Sale,7858,6.45,50649.35,0,Trust,3
7356,2018-04-19,2018-04-16,CCAE,Insider_CCAE_0,Controller,S-Sale,276,26.02,7181.33,90011,Direct,3
2417,2018-04-19,2018-04-16,ZMI,Insider_ZMI_7,VP,S-Sale,2721,12.56,34188.68,89780,Direct,3
6010,2018-04-20,2018-04-18,ELQW,Insider_ELQW_4,CTO,S-Sale,2943,18.5,54438.57,195348,Indirect,2
288,2018-04-20,2018-04-18,HDXY,Insider_HDXY_2,Director,S-Sale,9963,17.77,177029.85,12822,Direct,2
2147,2018-04-20,2018-04-19,CCAE,Insider_CCAE_3,Director,S-Sale,100,19.27,1927.14,23005,Direct,1
4444,2018-04-20,2018-04-18,FHI,Insider_FHI_4,VP,S-Sale,1116,17.0,18970.44,7682,Indirect,2
4340,2018-04-20,2018-04-18,EFS,Insider_EFS_2,CEO,P-Purchase,2183,5.47,11933.88,101615,Direct,2
5180,2018-04-20,2018-04-16,ZJMS,Insider_ZJMS_6,CTO,P-Purchase,1384,18.56,25687.81,1550382,Trust,4
1144,2018-04-23,2018-04-19,KVP,Insider_KVP_3,Controller,S-Sale,14547,22.91,333337.65,0,Direct,4
3598,2018-04-23,2018-04-21,YROI,Insider_YROI_9,Director,P-Purchase,1162,6.24,7250.11,4065,Direct,2
5947,2018-04-23,2018-04-21,RZLB,Insider_RZLB_4,CFO,S-Sale,2656,78.22,207760.24,5166,Indirect,2
35,2018-04-23,2018-04-21,OSLW,Insider_OSLW_1,CEO,S-Sale,8422,13.75,115825.15,10123,Indirect,2
2470,2018-04-23,2018-04-19,ASJL,Insider_ASJL_3,COO,S-Sale,8527,31.09,265083.3,57037,Indirect,4
4908,2018-04-23,2018-04-20,XEC,Insider_XEC_1,10% Owner,P-Purchase,1398,10.11,14138.57,22213,Direct,3
3499,2018-04-23,2018-04-21,TKQH,Insider_TKQH_7,General Counsel,S-Sale,2672,5.61,15000.99,68879,Direct,2
3111,2018-04-24,2018-04-22,TMP,Insider_TMP_1,10% Owner,P-Purchase,101,15.81,1596.44,14843,Direct,2
6079,2018-04-24,2018-04-22,XQQ,Insider_XQQ_9,Director,S-Sale,1844,6.26,11534.77,11685,Trust,2
7493,2018-04-24,2018-04-21,VZCH,Insider_VZCH_8,COO,P-Purchase,350,9.08,3176.52,28979,Direct,3
5011,2018-04-24,2018-04-20,BFVK,Insider_BFVK_0,CTO,S-Sale,18051,8.77,158347.99,7868,Direct,4
7529,2018-04-25,2018-04-24,YROI,Insider_YROI_5,10% Owner,P-Purchase,2123,6.71,14236.82,9963,Direct,1
2602,2018-04-25,2018-04-21,CVU,Insider_CVU_4,COO,P-Purchase,3850,223.93,862113.72,8182,Direct,4
7459,2018-04-25,2018-04-23,EVY,Insider_EVY_5,Director,S-Sale,409,12.82,5243.57,726173,Direct,2
6574,2018-04-26,2018-04-21,GZSW,Insider_GZSW_6,CFO,S-Sale,81451,22.61,1841232.85,0,Direct,5
4354,2018-04-26,2018-04-26,TUDU,Insider_TUDU_7,VP,P-Purchase,484,16.12,7801.09,17138,Trust,0
459,2018-04-26,2018-04-26,DJEI,Insider_DJEI_3,CEO,P-Purchase,3812,9.74,37112.08,8111,Direct,0
4570,2018-04-26,2018-04-25,WDWK,Insider_WDWK_1,Director,S-Sale,90184,36.37,3279943.04,128283,Indirect,1
5231,2018-04-26,2018-04-26,CCAE,Insider_CCAE_3,Director,P-Purchase,923,23.25,21460.13,49250,Indirect,0
6344,2018-04-26,2018-04-25,UHZD,Insider_UHZD_0,VP,S-Sale,231,29.95,6918.08,12159,Direct,1
2227,2018-04-26,2018-04-24,VNFF,Insider_VNFF_5,COO,P-Purchase,2817,13.74,38716.09,22328,Direct,2
1620,2018-04-26,2018-04-25,ZMI,Insider_ZMI_4,Director,P-Purchase,1076,9.22,9916.42,22238,Trust,1
2023,2018-04-26,2018-04-25,APGE,Insider_APGE_1,Director,S-Sale,982,13.5,13257.74,873,Direct,1
2191,2018-04-27,2018-04-27,ZWZ,Insider_ZWZ_1,Director,P-Purchase,1086,4.43,4807.37,25671,Indirect,0
3960,2018-04-27,2018-04-26,UWI,Insider_UWI_2,VP,P-Purchase,3147,47.04,148027.44,15847,Direct,1
511,2018-04-30,2018-04-28,ZNXS,Insider_ZNXS_5,Director,P-Purchase,2095,2.95,6178.92,8074,Trust,2
4784,2018-04-30,2018-04-29,KKRO,Insider_KKRO_9,SVP,S-Sale,33903,19.23,651867.41,23191,Indirect,1
5406,2018-04-30,2018-04-28,OKH,Insider_OKH_1,CFO,P-Purchase,158,9.11,1438.89,128220,Direct,2
1447,2018-04-30,2018-04-28,TUDU,Insider_TUDU_5,Director,S-Sale,9649,17.3,166947.54,25358,Direct,2
667,2018-04-30,2018-04-30,OMA,Insider_OMA_5,CFO,P-Purchase,8408,14.1,118544.45,25184,Direct,0
1400,2018-05-01,2018-04-21,JPO,Insider_JPO_0,Director,S-Sale,49515,5.21,257733.48,0,Trust,10
3590,2018-05-01,2018-04-24,ISL,Insider_ISL_2,COO,S-Sale,6623,36.35,240737.0,36770,Trust,7
3602,2018-05-01,2018-04-30,YCES,Insider_YCES_0,COO,S-Sale,1757,12.8,22484.89,7773,Direct,1
7303,2018-05-01,2018-04-30,OWO,Insider_OWO_5,CFO,P-Purchase,1102,3.29,3629.67,15129,Direct,1
4130,2018-05-01,2018-04-29,HIGA,Insider_HIGA_1,VP,P-Purchase,1839,2.32,4266.44,4766,Direct,2
6835,2018-05-01,2018-04-30,TYDJ,Insider_TYDJ_2,10% Owner,P-Purchase,50268,14.98,753212.84,147973,Direct,1
6849,2018-05-01,2018-04-29,JPHF,Insider_JPHF_5,10% Owner,S-Sale,1537,6.65,10224.69,10741,Indirect,2
5615,2018-05-01,2018-04-30,JBZ,Insider_JBZ_2,VP,S-Sale,532,5.78,3076.07,41122,Indirect,1
4699,2018-05-01,2018-04-30,AASK,Insider_AASK_8,Director,P-Purchase,10471,33.92,355158.43,225237,Direct,1
4185,2018-05-02,2018-04-30,AZZA,Insider_AZZA_7,General Counsel,S-Sale,11135,8.11,90355.68,48998,Indirect,2
6214,2018-05-02,2018-04-25,UNI,Insider_UNI_3,VP,S-Sale,584,33.92,19808.72,7498,Indirect,7
2130,2018-05-02,2018-04-30,UPMR,Insider_UPMR_4,10% Owner,S-Sale,1084,11.31,12260.04,3409,Trust,2
6423,2018-05-02,2018-05-01,HGZZ,Insider_HGZZ_5,10% Owner,S-Sale,3434,41.99,144196.1,184188,Direct,1
5797,2018-05-02,2018-04-30,XDYU,Insider_XDYU_8,Director,S-Sale,2024,11.87,24024.52,8702,Direct,2
2419,2018-05-03,2018-04-29,XEMD,Insider_XEMD_9,SVP,S-Sale,10920,25.72,280865.38,8136,Trust,4
4142,2018-05-03,2018-04-29,ZMI,Insider_ZMI_7,VP,S-Sale,58424,10.41,608399.43,162714,Direct,4
7471,2018-05-03,2018-04-28,NRZI,Insider_NRZI_0,VP,S-Sale,2438,17.83,43472.22,27824,Direct,5
3394,2018-05-03,2018-05-01,IXA,Insider_IXA_3,Director,P-Purchase,19878,19.89,395314.53,215107,Direct,2
6755,2018-05-03,2018-05-02,YROI,Insider_YROI_2,Director,S-Sale,2172,13.47,29262.59,3134,Direct,1
3242,2018-05-04,2018-05-02,RZLB,Insider_RZLB_7,Director,S-Sale,117,28.98,3390.64,19932,Direct,2
5619,2018-05-04,2018-05-02,NTS,Insider_NTS_7,SVP,P-Purchase,197,67.08,13213.82,24288,Direct,2
1153,2018-05-04,2018-04-24,CPWY,Insider_CPWY_5,CEO,P-Purchase,11890,9.5,112903.55,30395,Direct,10
205,2018-05-04,2018-04-29,FVJ,Insider_FVJ_2,Director,P-Purchase,1727,11.67,20156.91,3943,Trust,5
5592,2018-05-04,2018-05-03,ASJL,Insider_ASJL_0,Director,S-Sale,10849,29.9,324403.6,10567,Indirect,1
4949,2018-05-04,2018-05-01,VCAC,Insider_VCAC_3,Director,P-Purchase,8578,16.21,139029.2,16457,Direct,3
4097,2018-05-04,2018-04-29,CAAH,Insider_CAAH_6,CEO,S-Sale,790,18.01,14225.99,35015,Direct,5
5378,2018-05-04,2018-05-02,IXA,Insider_IXA_3,Director,S-Sale,17962,16.72,300277.25,0,Indirect,2
7193,2018-05-04,2018-04-24,FUB,Insider_FUB_1,10% Owner,S-Sale,619,9.93,6144.97,111505,Direct,10
5657,2018-05-07,2018-05-06,SYZV,Insider_SYZV_4,10% Owner,S-Sale,10335,13.72,141754.42,56641,Direct,1
6418,2018-05-07,2018-05-04,TOOX,Insider_TOOX_2,Director,P-Purchase,65573,4.06,266299.32,607550,Direct,3
1815,2018-05-07,2018-05-07,VQI,Insider_VQI_6,SVP,S-Sale,749,16.36,12253.15,4593,Direct,0
6950,2018-05-07,2018-05-06,ZSZ,Insider_ZSZ_1,Director,S-Sale,22543,2.28,51372.72,89322,Trust,1
4310,2018-05-07,2018-05-06,CQCP,Insider_CQCP_1,SVP,S-Sale,218,61.78,13467.84,7186,Direct,1
7915,2018-05-07,2018-05-05,CYR,Insider_CYR_6,Director,S-Sale,5916,5.93,35053.51,69366,Direct,2
7289,2018-05-08,2018-05-06,MTO,Insider_MTO_6,CEO,P-Purchase,36032,56.76,2045289.16,36541,Direct,2
2861,2018-05-08,2018-05-05,VHB,Insider_VHB_1,VP,S-Sale,491,27.44,13470.86,9572,Direct,3
5208,2018-05-08,2018-05-05,ASJL,Insider_ASJL_2,SVP,S-Sale,652,72.97,47573.28,303,Direct,3
2694,2018-05-08,2018-05-05,RBV,Insider_RBV_0,Director,S-Sale,647,3.32,2147.14,241007,Indirect,3
2927,2018-05-09,2018-05-06,SMM,Insider_SMM_2,Controller,S-Sale,14341,8.78,125981.76,86545,Direct,3
4474,2018-05-09,2018-05-07,ZWZ,Insider_ZWZ_0,CFO,S-Sale,1128,6.55,7388.4,20834,Direct,2
2305,2018-05-09,2018-05-06,JCGP,Insider_JCGP_1,10% Owner,S-Sale,1843,57.25,105505.17,3513,Direct,3
2642,2018-05-09,2018-05-08,ZJMS,Insider_ZJMS_1,VP,S-Sale,1705,13.07,22281.83,4151,Direct,1
2800,2018-05-10,2018-05-08,TXLR,Insider_TXLR_10,CTO,P-Purchase,438,12.67,5551.52,5609,Trust,2
6526,2018-05-10,2018-05-07,APGE,Insider_APGE_1,Director,S-Sale,566,18.88,10686.46,4234,Direct,3
7949,2018-05-10,2018-05-08,NRZI,Insider_NRZI_2,CFO,S-Sale,7541,21.56,162555.33,161867,Direct,2
548,2018-05-10,2018-05-06,JCGP,Insider_JCGP_0,CEO,S-Sale,827,39.03,32280.07,19109,Direct,4
7585,2018-05-10,2018-05-08,OQKU,Insider_OQKU_4,CEO,S-Sale,59691,47.57,2839414.03,0,Trust,2
2279,2018-05-10,2018-05-09,EXQN,Insider_EXQN_1,10% Owner,P-Purchase,26550,9.91,263179.73,65702,Indirect,1
6134,2018-05-10,2018-05-10,GYQ,Insider_GYQ_2,COO,S-Sale,4103,8.73,35808.84,6044,Indirect,0
1681,2018-05-10,2018-05-08,CVU,Insider_CVU_0,CTO,S-Sale,166862,103.41,17255992.42,0,Direct,2
7061,2018-05-10,2018-05-10,QEDJ,Insider_QEDJ_3,SVP,P-Purchase,100,13.13,1313.35,40589,Direct,0
5419,2018-05-10,2018-05-05,YCES,Insider_YCES_3,CFO,S-Sale,24627,12.85,316419.0,57779,Direct,5
5201,2018-05-11,2018-05-08,VPYH,Insider_VPYH_2,COO,P-Purchase,72807,7.53,548231.7,114160,Direct,3
7218,2018-05-11,2018-05-04,QFX,Insider_QFX_3,Director,S-Sale,406,3.86,1566.3,33678,Indirect,7
343,2018-05-14,2018-05-11,IRZ,Insider_IRZ_3,VP,P-Purchase,2551,3.99,10180.42,13365,Indirect,3
6465,2018-05-14,2018-05-10,VCRL,Insider_VCRL_0,CTO,S-Sale,12716,10.61,134938.5,0,Direct,4
2759,2018-05-14,2018-05-11,YQYX,Insider_YQYX_3,10% Owner,S-Sale,3034,19.53,59266.78,16014,Direct,3
